Business Name,Phone,Email,Address,Website,Category,Rating,Reviews,Price Range,Neighborhood,Hours,Description,Yelp URL,Scraped Date,Search Query,Search Location
Bella Vista New York,(802) 350-2364,info@bellavista.com,"834 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,4.3,726,$$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
Bella Vista New York,(744) 455-3663,info@bellavista.com,"100 Pine St, New York, NY",https://bellavista.com,Italian Restaurant,3.6,556,$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
The Local Burger - New York,(570) 649-5988,hello@localburger.com,"260 Main St, New York, NY",https://localburger.com,American Restaurant,4.6,22,$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
Bella Vista New York,(269) 267-7225,info@bellavista.com,"224 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,4.9,604,$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
The Local Burger - New York,(503) 866-8379,hello@localburger.com,"301 Pine St, New York, NY",https://localburger.com,American Restaurant,4.7,153,$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
Bella Vista New York,(597) 994-4977,info@bellavista.com,"719 Main St, New York, NY",https://bellavista.com,Italian Restaurant,3.9,244,$$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
Sakura Sushi New York,(377) 825-4058,orders@sakurasushi.com,"381 Main St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.1,685,$$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
Bella Vista New York,(709) 786-7539,info@bellavista.com,"491 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,4.8,636,$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
The Local Burger - New York,(582) 373-3593,hello@localburger.com,"921 Business Blvd, New York, NY",https://localburger.com,American Restaurant,4.1,592,$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
Sakura Sushi New York,(730) 841-7429,orders@sakurasushi.com,"152 Business Blvd, New York, NY",https://sakurasushi.com,Japanese Restaurant,3.9,714,$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
The Local Burger - New York,(872) 700-8303,hello@localburger.com,"596 Oak Ave, New York, NY",https://localburger.com,American Restaurant,4.7,495,$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
Sakura Sushi New York,(501) 419-7040,orders@sakurasushi.com,"340 Pine St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.7,445,$$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
Sakura Sushi New York,(827) 617-5835,orders@sakurasushi.com,"509 Main St, New York, NY",https://sakurasushi.com,Japanese Restaurant,3.8,180,$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
The Local Burger - New York,(457) 672-2615,hello@localburger.com,"583 Main St, New York, NY",https://localburger.com,American Restaurant,4.2,609,$$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
Bella Vista New York,(453) 842-5352,info@bellavista.com,"640 Main St, New York, NY",https://bellavista.com,Italian Restaurant,3.7,51,$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
Sakura Sushi New York,(464) 239-7726,orders@sakurasushi.com,"844 Pine St, New York, NY",https://sakurasushi.com,Japanese Restaurant,3.8,379,$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
Sakura Sushi New York,(736) 332-7436,orders@sakurasushi.com,"365 Business Blvd, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.7,318,$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
The Local Burger - New York,(296) 472-3060,hello@localburger.com,"971 Main St, New York, NY",https://localburger.com,American Restaurant,3.7,767,$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
The Local Burger - New York,(722) 713-8553,hello@localburger.com,"760 Business Blvd, New York, NY",https://localburger.com,American Restaurant,4.3,279,$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
The Local Burger - New York,(594) 220-6117,hello@localburger.com,"535 Business Blvd, New York, NY",https://localburger.com,American Restaurant,4.8,525,$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
Sakura Sushi New York,(252) 338-1369,orders@sakurasushi.com,"735 Main St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.7,705,$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
Bella Vista New York,(456) 975-3690,info@bellavista.com,"649 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,4.7,572,$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
Bella Vista New York,(798) 680-3743,info@bellavista.com,"546 Pine St, New York, NY",https://bellavista.com,Italian Restaurant,3.7,308,$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
The Local Burger - New York,(874) 318-1224,hello@localburger.com,"749 Pine St, New York, NY",https://localburger.com,American Restaurant,4.9,526,$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
The Local Burger - New York,(925) 267-4156,hello@localburger.com,"116 Oak Ave, New York, NY",https://localburger.com,American Restaurant,4.5,205,$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 16:34:02,restaurants,"New York, NY"
